x1,x2,y
0.6896946767836161,-1.1022836964791471,0.0
0.3563445011669142,-0.9103553078571105,0.0
1.4427919986390652,-1.275033655612814,0.0
1.9360719035418796,-2.1927504995157268,0.0
1.4945875348805875,-1.269555844565451,0.0
2.612286065624161,-1.4513192437920557,0.0
2.0897896185699896,-0.9988604395637278,0.0
1.1632136289746469,-2.7226514270888416,0.0
3.063731263030018,-1.393210471633765,0.0
2.5346150591813297,-1.2696173629853835,0.0
1.0528357185445825,-0.9992073518500203,0.0
3.032676444338207,-1.28589906691407,0.0
2.5542473615958072,-0.88468794591144,0.0
1.7271616993079197,-1.1982652051579343,0.0
1.0497098749652385,-0.8114110481612506,0.0
3.253715759491673,-2.0708337437011597,0.0
1.3245156610379796,-0.7670577497444575,0.0
2.1763526854223336,-1.830121324872822,0.0
3.894181650266675,-0.5413680518049251,0.0
2.1994276711581477,-0.5497191727957688,0.0
2.631453198757416,-1.120141466365387,0.0
2.2965758221113153,-0.7353889230307116,0.0
2.394282932558575,-0.5500520071500196,0.0
1.4437229720067368,-1.1087752265238264,0.0
2.1951868470178457,-0.3363600514706129,0.0
2.942327164621401,-1.9171845959157294,0.0
2.7799268088905547,-0.5133358683450596,0.0
2.77585094851134,-1.6881916743596321,0.0
3.3905787212393634,-1.0667056062256883,0.0
3.356244282046817,-1.691936026931541,0.0
2.384256190177066,-1.723234383826001,0.0
3.163390002859671,-1.91748337521342,0.0
3.4740025902364877,-0.7726934095819408,0.0
1.8780104734615815,-1.5973280716161729,0.0
3.914003155872971,-2.5492800649451883,0.0
4.224983110714161,-1.8444882143790429,0.0
3.9846058745125275,-1.279840829180512,0.0
3.0089095904447936,-2.546726336473193,0.0
4.3399490178630025,-1.3761757591855546,0.0
4.772766909910065,-0.6012429359551515,0.0
2.804276664555166,-1.8601353753528393,0.0
3.361643637998757,-2.036695083113091,0.0
4.235151453078507,-1.6333608480810913,0.0
4.140256384646258,-1.7401369360672718,0.0
3.3422398513144858,-1.6930067997832725,0.0
4.709404692585594,-0.730577563176203,0.0
3.799338984174884,-1.4213777756105856,0.0
4.8411420619492205,-0.46840683242576253,0.0
4.745350271282675,-1.2049322639922027,0.0
5.179481580163664,-1.788081355353264,0.0
5.219803653627054,-0.9217913822171975,0.0
4.824406211400124,-1.8200887864145376,0.0
4.329526178844353,-1.5454979056120708,0.0
4.984254686017768,-2.040409264256898,0.0
6.010483116397391,-0.5991490374999858,0.0
4.952450403453501,-2.454431622400934,0.0
5.388276526466778,-0.7941787355389307,0.0
5.402643074256252,0.3535382433375538,0.0
5.1424038680404625,-0.5548221562792572,0.0
5.313995241283768,-2.049979535937589,0.0
7.642516723200155,-1.4218059361594007,0.0
4.736571357120265,-0.813097110393601,0.0
5.167478272859486,-2.704872999956261,0.0
5.888871189208527,-0.5000037928249024,0.0
6.725750762865279,-1.256747024556249,0.0
8.074645125394872,-2.185826708179079,0.0
7.571709576783946,-0.47393483833885824,0.0
6.363430762737627,-1.2568812944396266,0.0
5.865110843460904,-2.5231091747967027,0.0
6.656801280095985,-0.5215888923764679,0.0
5.524811225064728,0.14848269441437456,0.0
7.030367946574665,-2.420142237561887,0.0
6.550769187637826,-1.7465692793613234,0.0
6.514110731410305,-1.7332480739791947,0.0
6.217254225228524,-0.7582868468085227,0.0
7.075130017224254,-1.176755066304946,0.0
6.878046511237898,-1.9461267478010753,0.0
