x1,x2,y
0.19882906567990943,-0.5442934994408635,1.0
0.8280964763805778,0.9229033657533834,0.0
-0.92356145477667,-0.8435106669156784,0.0
-0.17311824406382637,0.08846682196285971,1.0
0.7597146191372639,-0.7216421042219006,1.0
-0.13015086036478007,-0.16093079796828014,0.0
0.706885582846277,-0.023614585143532985,1.0
0.06535865161928767,-0.8684848132427607,1.0
0.25688803773574387,0.25244934083528703,0.0
-0.26345646034095727,0.32108589658135944,1.0
0.0042257102547871295,-0.762482367231059,1.0
-0.4518916898140297,0.9892173445824035,1.0
-0.6382203225160064,0.9598343728901042,1.0
0.8121772447771785,0.5680933262874033,0.0
0.4004921089872173,-0.9299393958071593,1.0
0.727866199870959,-0.1972475744974842,1.0
0.5121570247259606,-0.4343428226564192,1.0
0.010495124133508948,0.6723539728919221,0.0
-0.6496249685487743,-0.14569207884184365,0.0
-0.9875422756839967,0.09787821935051966,1.0
-0.4126687006665506,-0.10992271834795742,0.0
-0.6448415983263496,0.3604016582984928,1.0
0.6068493896166927,-0.7676838243641348,1.0
0.8156937392132342,-0.18230229213938487,1.0
0.6858902917805687,-0.7323254925206455,1.0
0.8249919993226562,0.16241575409237408,0.0
0.10461410148429007,0.37970779249165454,0.0
0.877130556257463,0.42335683439694716,0.0
0.6948752301250347,-0.43449912344173436,1.0
0.8240358935319818,-0.7768024409487173,1.0
-0.9914676628550894,0.7098806440332892,1.0
-0.53007864470158,-0.5252544665687688,0.0
0.404846661684902,-0.880788351054342,1.0
0.24459673091957068,-0.6371343957211248,1.0
0.1119220354016266,-0.7301034814552052,1.0
-0.5331766874521842,-0.6218746204047811,0.0
0.644475368711632,-0.4836071481322566,1.0
-0.9349382386785066,0.06487435803520092,1.0
0.977052764830395,0.2821451372633117,0.0
-0.031027924180121236,-0.2535875648725876,0.0
0.03210065141434493,0.46949286878072316,0.0
-0.7337054230674833,0.025372838947389953,1.0
0.26458490436257276,0.17351937906921222,0.0
